datetime,symbol,open,high,low,close,volume
2024-08-25 17:00:00,CME_MINI:ES1!,5650.5,5653.75,5650.0,5653.0,655.0
2024-08-25 17:01:00,CME_MINI:ES1!,5653.25,5657.0,5653.0,5655.0,609.0
2024-08-25 17:02:00,CME_MINI:ES1!,5655.0,5656.0,5654.0,5654.75,210.0
2024-08-25 17:03:00,CME_MINI:ES1!,5654.5,5655.75,5654.5,5655.25,224.0
2024-08-25 17:04:00,CME_MINI:ES1!,5655.5,5655.75,5655.0,5655.75,107.0
2024-08-25 17:05:00,CME_MINI:ES1!,5655.5,5656.0,5655.5,5655.75,203.0
2024-08-25 17:06:00,CME_MINI:ES1!,5656.0,5657.0,5655.5,5656.5,224.0
2024-08-25 17:07:00,CME_MINI:ES1!,5656.5,5659.25,5656.5,5658.25,524.0
2024-08-25 17:08:00,CME_MINI:ES1!,5658.0,5658.25,5657.25,5657.75,150.0
2024-08-25 17:09:00,CME_MINI:ES1!,5657.5,5658.0,5657.25,5657.75,101.0
2024-08-25 17:10:00,CME_MINI:ES1!,5658.0,5658.5,5657.75,5658.5,94.0
2024-08-25 17:11:00,CME_MINI:ES1!,5658.5,5658.75,5658.0,5658.25,77.0
2024-08-25 17:12:00,CME_MINI:ES1!,5658.25,5658.25,5658.0,5658.0,98.0
2024-08-25 17:13:00,CME_MINI:ES1!,5658.25,5658.5,5657.75,5658.25,111.0
2024-08-25 17:14:00,CME_MINI:ES1!,5658.25,5658.25,5657.75,5657.75,136.0
2024-08-25 17:15:00,CME_MINI:ES1!,5657.5,5657.75,5657.0,5657.25,136.0
2024-08-25 17:16:00,CME_MINI:ES1!,5657.25,5657.25,5656.0,5656.25,173.0
2024-08-25 17:17:00,CME_MINI:ES1!,5656.5,5657.25,5656.25,5657.25,98.0
2024-08-25 17:18:00,CME_MINI:ES1!,5657.25,5658.5,5657.25,5657.75,121.0
2024-08-25 17:19:00,CME_MINI:ES1!,5657.75,5657.75,5656.75,5657.5,66.0
2024-08-25 17:20:00,CME_MINI:ES1!,5657.5,5658.0,5657.25,5657.25,118.0
2024-08-25 17:21:00,CME_MINI:ES1!,5657.25,5657.5,5657.0,5657.5,117.0
2024-08-25 17:22:00,CME_MINI:ES1!,5657.5,5657.75,5657.5,5657.75,28.0
