Datetime,Open,High,Low,Close,Adj Close,Volume,Capital Gains
2025-04-07 09:30:00-04:00,407.75,408.3999938964844,407.739990234375,408.0,408.0,12507107,0.0
2025-04-07 09:31:00-04:00,408.1099853515625,410.0,407.5400085449219,409.44000244140625,409.44000244140625,946941,0.0
2025-04-07 09:32:00-04:00,409.4100036621094,409.760009765625,406.7699890136719,407.1099853515625,407.1099853515625,920287,0.0
2025-04-07 09:33:00-04:00,407.1099853515625,408.5899963378906,406.9515075683594,408.1888122558594,408.1888122558594,809540,0.0
2025-04-07 09:34:00-04:00,408.17999267578125,408.6099853515625,407.0,408.0199890136719,408.0199890136719,536414,0.0
2025-04-07 09:35:00-04:00,408.0299987792969,408.17999267578125,406.3299865722656,406.9599914550781,406.9599914550781,626069,0.0
2025-04-07 09:36:00-04:00,406.92999267578125,407.0799865722656,405.8349914550781,405.8599853515625,405.8599853515625,671271,0.0
2025-04-07 09:37:00-04:00,405.8800048828125,406.6300048828125,405.5,406.0799865722656,406.0799865722656,580838,0.0
2025-04-07 09:38:00-04:00,406.1099853515625,406.4200134277344,404.1700134277344,404.5,404.5,592868,0.0
2025-04-07 09:39:00-04:00,404.4100036621094,406.6099853515625,404.3599853515625,406.4599914550781,406.4599914550781,710584,0.0
2025-04-07 09:40:00-04:00,406.44000244140625,407.1199951171875,404.67999267578125,404.8299865722656,404.8299865722656,1049165,0.0
2025-04-07 09:41:00-04:00,404.8299865722656,405.8299865722656,404.3399963378906,404.35418701171875,404.35418701171875,599190,0.0
2025-04-07 09:42:00-04:00,404.37969970703125,404.3800048828125,403.0299987792969,403.19000244140625,403.19000244140625,569483,0.0
2025-04-07 09:43:00-04:00,403.1400146484375,403.8500061035156,402.6700134277344,403.4599914550781,403.4599914550781,955112,0.0
2025-04-07 09:44:00-04:00,403.4700012207031,404.3999938964844,402.3900146484375,404.385009765625,404.385009765625,732615,0.0
2025-04-07 09:45:00-04:00,404.3399963378906,404.67999267578125,403.1300048828125,403.9700012207031,403.9700012207031,639067,0.0
2025-04-07 09:46:00-04:00,403.94000244140625,406.54620361328125,403.7200012207031,406.17999267578125,406.17999267578125,836032,0.0
2025-04-07 09:47:00-04:00,406.05999755859375,407.79998779296875,405.8399963378906,407.75,407.75,617362,0.0
2025-04-07 09:48:00-04:00,407.8500061035156,408.7799987792969,406.75079345703125,408.4800109863281,408.4800109863281,700323,0.0
2025-04-07 09:49:00-04:00,408.50518798828125,409.3399963378906,408.2349853515625,408.3299865722656,408.3299865722656,783905,0.0
2025-04-07 09:50:00-04:00,408.2850036621094,410.07000732421875,408.0,409.75,409.75,683907,0.0
2025-04-07 09:51:00-04:00,409.7601013183594,411.0,409.6700134277344,409.989990234375,409.989990234375,527132,0.0
2025-04-07 09:52:00-04:00,409.989990234375,412.4200134277344,409.7737121582031,411.9049987792969,411.9049987792969,455713,0.0
2025-04-07 09:53:00-04:00,411.9599914550781,412.7300109863281,411.07000732421875,412.6000061035156,412.6000061035156,420105,0.0
2025-04-07 09:54:00-04:00,412.7300109863281,413.2799987792969,412.4796142578125,413.1990051269531,413.1990051269531,522027,0.0
2025-04-07 09:55:00-04:00,413.1099853515625,413.8999938964844,412.1400146484375,412.69000244140625,412.69000244140625,545372,0.0
2025-04-07 09:56:00-04:00,412.75579833984375,414.6354064941406,412.6199951171875,414.2900085449219,414.2900085449219,371052,0.0
2025-04-07 09:57:00-04:00,414.2799987792969,415.4100036621094,414.1700134277344,415.2799987792969,415.2799987792969,447802,0.0
2025-04-07 09:58:00-04:00,415.2850036621094,416.4269104003906,414.7799987792969,416.2900085449219,416.2900085449219,530355,0.0
2025-04-07 09:59:00-04:00,416.3349914550781,417.4800109863281,416.0400085449219,416.8900146484375,416.8900146484375,540056,0.0
2025-04-07 10:00:00-04:00,416.8599853515625,418.9096984863281,416.20001220703125,418.43499755859375,418.43499755859375,687411,0.0
2025-04-07 10:01:00-04:00,418.4599914550781,418.8500061035156,415.79998779296875,416.5249938964844,416.5249938964844,841316,0.0
2025-04-07 10:02:00-04:00,416.5299987792969,416.5299987792969,414.80999755859375,415.0299987792969,415.0299987792969,573473,0.0
2025-04-07 10:03:00-04:00,415.0,416.30999755859375,414.32000732421875,415.0588073730469,415.0588073730469,525742,0.0
2025-04-07 10:04:00-04:00,414.92999267578125,417.1300048828125,414.8599853515625,415.8900146484375,415.8900146484375,657276,0.0
2025-04-07 10:05:00-04:00,415.8299865722656,417.9800109863281,415.614990234375,417.4599914550781,417.4599914550781,570874,0.0
2025-04-07 10:06:00-04:00,417.4549865722656,418.3299865722656,417.0299987792969,417.3699951171875,417.3699951171875,560425,0.0
2025-04-07 10:07:00-04:00,417.29998779296875,417.4800109863281,415.9100036621094,415.9176025390625,415.9176025390625,410341,0.0
2025-04-07 10:08:00-04:00,415.8800048828125,417.2900085449219,415.6600036621094,416.94500732421875,416.94500732421875,340148,0.0
2025-04-07 10:09:00-04:00,416.9100036621094,417.4200134277344,416.1650085449219,416.5400085449219,416.5400085449219,359869,0.0
2025-04-07 10:10:00-04:00,416.510009765625,423.7300109863281,416.510009765625,423.7300109863281,423.7300109863281,1353830,0.0
2025-04-07 10:11:00-04:00,423.6600036621094,428.6400146484375,423.6600036621094,427.6700134277344,427.6700134277344,2462094,0.0
2025-04-07 10:12:00-04:00,427.7200012207031,430.9898986816406,425.30999755859375,430.6400146484375,430.6400146484375,1291504,0.0
2025-04-07 10:13:00-04:00,430.6600036621094,436.8399963378906,430.09161376953125,436.6300048828125,436.6300048828125,1525738,0.0
2025-04-07 10:14:00-04:00,436.6300048828125,437.3599853515625,432.0,433.489990234375,433.489990234375,2171777,0.0
2025-04-07 10:15:00-04:00,433.489990234375,439.20001220703125,433.29998779296875,436.8599853515625,436.8599853515625,1858465,0.0
2025-04-07 10:16:00-04:00,436.8299865722656,440.94000244140625,435.3599853515625,440.79998779296875,440.79998779296875,1630926,0.0
2025-04-07 10:17:00-04:00,440.8999938964844,443.1400146484375,440.45001220703125,442.20001220703125,442.20001220703125,1350079,0.0
2025-04-07 10:18:00-04:00,442.3599853515625,442.3900146484375,434.4700012207031,434.510009765625,434.510009765625,1234380,0.0
2025-04-07 10:19:00-04:00,434.489990234375,435.56500244140625,432.3599853515625,433.9949951171875,433.9949951171875,1472764,0.0
2025-04-07 10:20:00-04:00,434.0199890136719,434.06500244140625,428.8999938964844,428.8999938964844,428.8999938964844,1301576,0.0
2025-04-07 10:21:00-04:00,428.95001220703125,431.7900085449219,428.8900146484375,429.6499938964844,429.6499938964844,1330143,0.0
2025-04-07 10:22:00-04:00,429.6000061035156,430.0199890136719,425.9599914550781,427.1549987792969,427.1549987792969,1693224,0.0
