Datetime,Open,High,Low,Close,Adj Close,Volume
2025-01-26 18:00:00-05:00,21771.0,21771.0,21690.25,21694.5,21694.5,0
2025-01-26 18:01:00-05:00,21695.0,21712.5,21682.0,21708.75,21708.75,934
2025-01-26 18:02:00-05:00,21709.75,21724.25,21703.75,21714.0,21714.0,567
2025-01-26 18:03:00-05:00,21713.75,21714.75,21703.0,21703.0,21703.0,352
2025-01-26 18:04:00-05:00,21704.25,21705.25,21658.25,21681.5,21681.5,1044
2025-01-26 18:05:00-05:00,21681.25,21694.5,21674.25,21691.0,21691.0,625
2025-01-26 18:06:00-05:00,21690.75,21709.0,21689.5,21697.0,21697.0,458
2025-01-26 18:07:00-05:00,21696.75,21708.5,21691.5,21702.0,21702.0,439
2025-01-26 18:08:00-05:00,21700.75,21701.75,21692.75,21696.75,21696.75,179
2025-01-26 18:09:00-05:00,21695.75,21695.75,21686.5,21692.0,21692.0,287
2025-01-26 18:10:00-05:00,21693.25,21697.0,21685.5,21689.75,21689.75,240
2025-01-26 18:11:00-05:00,21689.0,21691.75,21675.25,21680.75,21680.75,353
2025-01-26 18:12:00-05:00,21682.5,21682.5,21665.5,21666.75,21666.75,475
2025-01-26 18:13:00-05:00,21666.75,21677.75,21653.75,21676.25,21676.25,926
2025-01-26 18:14:00-05:00,21677.0,21683.75,21676.25,21681.75,21681.75,246
2025-01-26 18:15:00-05:00,21680.75,21680.75,21667.5,21669.0,21669.0,332
2025-01-26 18:16:00-05:00,21668.5,21675.0,21664.0,21671.5,21671.5,334
2025-01-26 18:17:00-05:00,21670.75,21678.5,21663.25,21665.0,21665.0,336
2025-01-26 18:18:00-05:00,21663.5,21669.0,21657.5,21659.0,21659.0,280
2025-01-26 18:19:00-05:00,21659.25,21662.25,21650.25,21651.75,21651.75,416
2025-01-26 18:20:00-05:00,21651.5,21658.75,21633.0,21649.0,21649.0,1022
2025-01-26 18:21:00-05:00,21651.0,21655.25,21637.5,21639.25,21639.25,347
2025-01-26 18:22:00-05:00,21638.5,21644.5,21633.0,21642.0,21642.0,347
2025-01-26 18:23:00-05:00,21642.5,21660.5,21640.25,21654.75,21654.75,503
2025-01-26 18:24:00-05:00,21655.25,21655.5,21642.75,21644.0,21644.0,180
2025-01-26 18:25:00-05:00,21644.0,21651.5,21633.25,21648.25,21648.25,555
2025-01-26 18:26:00-05:00,21648.5,21657.75,21648.5,21650.25,21650.25,305
2025-01-26 18:27:00-05:00,21650.5,21661.0,21649.5,21656.0,21656.0,240
2025-01-26 18:28:00-05:00,21655.0,21656.25,21645.75,21647.75,21647.75,156
2025-01-26 18:29:00-05:00,21647.25,21647.25,21639.25,21643.25,21643.25,247
2025-01-26 18:30:00-05:00,21643.75,21656.5,21643.75,21653.25,21653.25,266
2025-01-26 18:31:00-05:00,21652.75,21653.5,21640.25,21645.0,21645.0,226
2025-01-26 18:32:00-05:00,21644.75,21649.75,21643.0,21645.25,21645.25,200
2025-01-26 18:33:00-05:00,21645.75,21647.5,21638.75,21645.0,21645.0,170
2025-01-26 18:34:00-05:00,21645.5,21649.5,21644.75,21648.75,21648.75,87
2025-01-26 18:35:00-05:00,21649.25,21656.0,21647.5,21655.0,21655.0,232
2025-01-26 18:36:00-05:00,21655.5,21659.0,21654.25,21655.75,21655.75,207
2025-01-26 18:37:00-05:00,21656.5,21658.75,21647.75,21651.0,21651.0,205
2025-01-26 18:38:00-05:00,21650.75,21655.0,21648.0,21651.0,21651.0,109
2025-01-26 18:39:00-05:00,21651.5,21654.75,21640.5,21647.25,21647.25,255
