datetime,symbol,open,high,low,close,volume
2024-01-01 17:00:00,CME_MINI:NQ1!,17019.0,17037.0,17013.75,17033.25,3466.0
2024-01-01 17:30:00,CME_MINI:NQ1!,17033.25,17036.25,17027.25,17029.5,1116.0
2024-01-01 18:00:00,CME_MINI:NQ1!,17030.0,17030.75,17018.5,17019.75,1222.0
2024-01-01 18:30:00,CME_MINI:NQ1!,17019.75,17028.0,17018.5,17027.0,1048.0
2024-01-01 19:00:00,CME_MINI:NQ1!,17026.75,17038.5,17026.25,17029.25,2664.0
2024-01-01 19:30:00,CME_MINI:NQ1!,17029.0,17031.5,17010.75,17014.5,2591.0
2024-01-01 20:00:00,CME_MINI:NQ1!,17014.5,17019.0,17010.25,17011.5,1696.0
2024-01-01 20:30:00,CME_MINI:NQ1!,17011.75,17013.25,17001.0,17008.25,1845.0
2024-01-01 21:00:00,CME_MINI:NQ1!,17008.25,17013.0,17004.5,17009.0,1130.0
2024-01-01 21:30:00,CME_MINI:NQ1!,17009.25,17010.25,17002.25,17007.5,894.0
2024-01-01 22:00:00,CME_MINI:NQ1!,17007.25,17008.75,17003.25,17007.75,627.0
2024-01-01 22:30:00,CME_MINI:NQ1!,17008.0,17013.0,17007.25,17007.75,899.0
2024-01-01 23:00:00,CME_MINI:NQ1!,17008.0,17019.0,17006.75,17017.0,1471.0
2024-01-01 23:30:00,CME_MINI:NQ1!,17016.5,17019.0,17015.5,17017.75,761.0
2024-01-02 00:00:00,CME_MINI:NQ1!,17017.5,17019.5,17009.75,17012.0,884.0
2024-01-02 00:30:00,CME_MINI:NQ1!,17011.75,17014.0,17003.0,17004.5,1212.0
2024-01-02 01:00:00,CME_MINI:NQ1!,17004.25,17023.25,17004.25,17019.75,2322.0
2024-01-02 01:30:00,CME_MINI:NQ1!,17020.0,17021.0,17011.75,17017.25,1713.0
2024-01-02 02:00:00,CME_MINI:NQ1!,17017.5,17034.5,17016.0,17032.75,3040.0
2024-01-02 02:30:00,CME_MINI:NQ1!,17033.0,17036.75,17025.75,17027.25,2458.0
2024-01-02 03:00:00,CME_MINI:NQ1!,17027.25,17028.5,16998.25,17005.25,4749.0
2024-01-02 03:30:00,CME_MINI:NQ1!,17005.5,17005.5,16988.0,16994.5,3302.0
