datetime,symbol,open,high,low,close,volume
2024-05-23 19:39:00,CME_MINI:ES1!,5291.5,5291.5,5291.25,5291.25,77.0
2024-05-23 19:40:00,CME_MINI:ES1!,5291.25,5291.5,5291.25,5291.25,71.0
2024-05-23 19:41:00,CME_MINI:ES1!,5291.5,5291.75,5291.5,5291.5,110.0
2024-05-23 19:42:00,CME_MINI:ES1!,5291.5,5291.5,5291.0,5291.0,69.0
2024-05-23 19:43:00,CME_MINI:ES1!,5291.0,5291.5,5291.0,5291.25,42.0
2024-05-23 19:44:00,CME_MINI:ES1!,5291.5,5292.0,5291.25,5292.0,204.0
2024-05-23 19:45:00,CME_MINI:ES1!,5292.0,5292.5,5291.75,5292.0,300.0
2024-05-23 19:46:00,CME_MINI:ES1!,5292.0,5292.0,5291.5,5291.75,171.0
2024-05-23 19:47:00,CME_MINI:ES1!,5291.5,5292.0,5291.5,5291.5,94.0
2024-05-23 19:48:00,CME_MINI:ES1!,5291.75,5292.0,5291.75,5292.0,108.0
2024-05-23 19:49:00,CME_MINI:ES1!,5291.75,5292.0,5291.75,5292.0,152.0
2024-05-23 19:50:00,CME_MINI:ES1!,5292.0,5292.5,5292.0,5292.25,245.0
2024-05-23 19:51:00,CME_MINI:ES1!,5292.25,5292.75,5292.0,5292.5,141.0
2024-05-23 19:52:00,CME_MINI:ES1!,5292.5,5293.0,5292.5,5293.0,244.0
2024-05-23 19:53:00,CME_MINI:ES1!,5293.0,5293.25,5292.5,5292.75,327.0
2024-05-23 19:54:00,CME_MINI:ES1!,5292.75,5293.25,5292.75,5293.25,57.0
2024-05-23 19:55:00,CME_MINI:ES1!,5293.25,5293.25,5292.75,5293.0,201.0
2024-05-23 19:56:00,CME_MINI:ES1!,5293.25,5293.25,5292.75,5293.0,102.0
2024-05-23 19:57:00,CME_MINI:ES1!,5293.0,5293.0,5292.75,5292.75,5.0
2024-05-23 19:58:00,CME_MINI:ES1!,5292.75,5293.0,5292.75,5292.75,72.0
2024-05-23 19:59:00,CME_MINI:ES1!,5292.5,5292.5,5292.25,5292.5,176.0
2024-05-23 20:00:00,CME_MINI:ES1!,5292.5,5292.75,5292.25,5292.5,56.0
2024-05-23 20:01:00,CME_MINI:ES1!,5292.5,5293.5,5292.5,5293.25,221.0
2024-05-23 20:02:00,CME_MINI:ES1!,5293.0,5293.5,5293.0,5293.5,49.0
2024-05-23 20:03:00,CME_MINI:ES1!,5293.5,5293.5,5293.0,5293.5,209.0
2024-05-23 20:04:00,CME_MINI:ES1!,5293.5,5293.75,5292.75,5293.0,381.0
2024-05-23 20:05:00,CME_MINI:ES1!,5293.0,5293.0,5292.5,5292.75,119.0
2024-05-23 20:06:00,CME_MINI:ES1!,5292.75,5292.75,5292.5,5292.75,41.0
2024-05-23 20:07:00,CME_MINI:ES1!,5292.75,5292.75,5291.75,5292.25,77.0
2024-05-23 20:08:00,CME_MINI:ES1!,5292.25,5292.25,5291.75,5291.75,70.0
2024-05-23 20:09:00,CME_MINI:ES1!,5292.0,5292.25,5292.0,5292.0,74.0
2024-05-23 20:10:00,CME_MINI:ES1!,5292.0,5292.25,5292.0,5292.25,116.0
2024-05-23 20:11:00,CME_MINI:ES1!,5292.25,5292.5,5292.0,5292.25,86.0
2024-05-23 20:12:00,CME_MINI:ES1!,5292.5,5293.0,5292.25,5293.0,117.0
