Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-28 09:30:00-04:00,1410.0,1412.469970703125,1410.0,1410.0,1410.0,84391
2024-05-28 09:31:00-04:00,1411.875,1415.844970703125,1409.219970703125,1415.844970703125,1415.844970703125,31766
2024-05-28 09:32:00-04:00,1416.4549560546875,1417.1812744140625,1413.8349609375,1413.8349609375,1413.8349609375,13452
2024-05-28 09:33:00-04:00,1413.8349609375,1413.8349609375,1410.8199462890625,1410.8199462890625,1410.8199462890625,11871
2024-05-28 09:34:00-04:00,1412.7349853515625,1413.7598876953125,1410.8199462890625,1411.1500244140625,1411.1500244140625,8125
2024-05-28 09:35:00-04:00,1412.0999755859375,1413.239990234375,1409.43994140625,1409.5799560546875,1409.5799560546875,14327
2024-05-28 09:36:00-04:00,1409.0,1409.9649658203125,1408.0,1408.0,1408.0,12670
2024-05-28 09:37:00-04:00,1408.0,1408.1949462890625,1405.75,1405.9849853515625,1405.9849853515625,8374
2024-05-28 09:38:00-04:00,1403.2049560546875,1403.2049560546875,1403.2049560546875,1403.2049560546875,1403.2049560546875,17419
2024-05-28 09:39:00-04:00,1403.0,1403.9300537109375,1401.0101318359375,1403.8699951171875,1403.8699951171875,11852
2024-05-28 09:40:00-04:00,1403.25,1403.52001953125,1401.0,1401.0,1401.0,12471
2024-05-28 09:41:00-04:00,1401.18994140625,1405.27001953125,1401.0,1404.68505859375,1404.68505859375,14841
2024-05-28 09:42:00-04:00,1405.4100341796875,1406.1199951171875,1404.0699462890625,1404.3199462890625,1404.3199462890625,7572
2024-05-28 09:43:00-04:00,1404.25,1404.52001953125,1403.030029296875,1403.8499755859375,1403.8499755859375,5490
2024-05-28 09:44:00-04:00,1402.72998046875,1403.3599853515625,1400.0,1400.0,1400.0,13469
2024-05-28 09:45:00-04:00,1397.0699462890625,1398.050048828125,1396.449951171875,1396.449951171875,1396.449951171875,4513
2024-05-28 09:46:00-04:00,1396.094970703125,1396.094970703125,1393.0,1393.5849609375,1393.5849609375,10283
2024-05-28 09:47:00-04:00,1393.31494140625,1394.52001953125,1392.9949951171875,1394.095947265625,1394.095947265625,8240
2024-05-28 09:48:00-04:00,1394.199951171875,1395.9000244140625,1394.0,1394.0,1394.0,11576
2024-05-28 09:49:00-04:00,1394.969970703125,1396.5699462890625,1394.969970703125,1396.5699462890625,1396.5699462890625,9308
2024-05-28 09:50:00-04:00,1397.0799560546875,1399.0,1396.3900146484375,1399.0,1399.0,7265
2024-05-28 09:51:00-04:00,1398.7900390625,1399.0400390625,1397.43994140625,1397.52001953125,1397.52001953125,9400
2024-05-28 09:52:00-04:00,1397.2449951171875,1398.02001953125,1396.47998046875,1397.199951171875,1397.199951171875,6997
2024-05-28 09:53:00-04:00,1398.0699462890625,1400.469970703125,1397.97998046875,1400.02001953125,1400.02001953125,14197
2024-05-28 09:54:00-04:00,1399.199951171875,1400.3499755859375,1399.06005859375,1399.8399658203125,1399.8399658203125,4598
2024-05-28 09:55:00-04:00,1399.4100341796875,1400.6500244140625,1398.5400390625,1399.489990234375,1399.489990234375,8051
2024-05-28 09:56:00-04:00,1399.719970703125,1399.719970703125,1399.469970703125,1399.469970703125,1399.469970703125,2572
2024-05-28 09:57:00-04:00,1400.050048828125,1402.3199462890625,1400.050048828125,1402.3199462890625,1402.3199462890625,18092
2024-05-28 09:58:00-04:00,1401.47998046875,1403.3199462890625,1401.199951171875,1402.3099365234375,1402.3099365234375,10168
2024-05-28 09:59:00-04:00,1401.8499755859375,1401.8499755859375,1399.074951171875,1400.4300537109375,1400.4300537109375,6692
2024-05-28 10:00:00-04:00,1400.489990234375,1402.300048828125,1396.9599609375,1397.300048828125,1397.300048828125,21668
2024-05-28 10:01:00-04:00,1396.489990234375,1397.1600341796875,1396.489990234375,1396.949951171875,1396.949951171875,2505
2024-05-28 10:02:00-04:00,1396.2349853515625,1399.9898681640625,1396.2349853515625,1399.9898681640625,1399.9898681640625,5244
2024-05-28 10:03:00-04:00,1400.9041748046875,1401.1400146484375,1400.050048828125,1400.155029296875,1400.155029296875,4697
2024-05-28 10:04:00-04:00,1399.489990234375,1399.780029296875,1398.8299560546875,1399.530029296875,1399.530029296875,6228
2024-05-28 10:05:00-04:00,1399.510009765625,1400.3900146484375,1399.090087890625,1399.6295166015625,1399.6295166015625,7616
2024-05-28 10:06:00-04:00,1400.0,1400.949951171875,1400.0,1400.949951171875,1400.949951171875,2516
2024-05-28 10:07:00-04:00,1401.31494140625,1401.31494140625,1399.8299560546875,1400.614990234375,1400.614990234375,5924
2024-05-28 10:08:00-04:00,1399.8299560546875,1400.6949462890625,1399.8299560546875,1400.0250244140625,1400.0250244140625,4087
2024-05-28 10:09:00-04:00,1400.0050048828125,1401.679931640625,1400.0050048828125,1401.679931640625,1401.679931640625,7647
2024-05-28 10:10:00-04:00,1402.3399658203125,1402.5,1401.6099853515625,1402.385009765625,1402.385009765625,3754
2024-05-28 10:11:00-04:00,1403.18994140625,1403.18994140625,1402.0,1402.0,1402.0,3683
2024-05-28 10:12:00-04:00,1401.734375,1401.734375,1401.405029296875,1401.405029296875,1401.405029296875,1860
2024-05-28 10:13:00-04:00,1401.04931640625,1401.04931640625,1400.0,1400.0,1400.0,2491
2024-05-28 10:14:00-04:00,1399.64501953125,1399.64501953125,1399.64501953125,1399.64501953125,1399.64501953125,3245
2024-05-28 10:15:00-04:00,1398.3499755859375,1399.4300537109375,1398.3499755859375,1399.4300537109375,1399.4300537109375,420
2024-05-28 10:16:00-04:00,1399.3900146484375,1400.219970703125,1398.7099609375,1398.7099609375,1398.7099609375,3202
2024-05-28 10:17:00-04:00,1398.93994140625,1400.0098876953125,1398.93994140625,1400.0098876953125,1400.0098876953125,1193
2024-05-28 10:18:00-04:00,1398.2900390625,1399.6099853515625,1398.2900390625,1399.6099853515625,1399.6099853515625,1247
2024-05-28 10:19:00-04:00,1399.93505859375,1401.6600341796875,1399.93505859375,1401.4083251953125,1401.4083251953125,3267
2024-05-28 10:20:00-04:00,1400.9649658203125,1401.4937744140625,1400.9649658203125,1401.4937744140625,1401.4937744140625,1558
2024-05-28 10:21:00-04:00,1400.785400390625,1400.785400390625,1398.800048828125,1398.800048828125,1398.800048828125,4917
2024-05-28 10:22:00-04:00,1397.635009765625,1399.2398681640625,1397.635009765625,1399.22998046875,1399.22998046875,5024
2024-05-28 10:23:00-04:00,1398.6199951171875,1399.9300537109375,1398.6199951171875,1398.68994140625,1398.68994140625,6926
2024-05-28 10:24:00-04:00,1399.9200439453125,1399.9200439453125,1398.7550048828125,1399.4000244140625,1399.4000244140625,4891
2024-05-28 10:25:00-04:00,1398.5350341796875,1400.969970703125,1398.5350341796875,1399.3399658203125,1399.3399658203125,5942
2024-05-28 10:26:00-04:00,1400.050048828125,1400.949951171875,1399.7958984375,1400.0,1400.0,5016
2024-05-28 10:27:00-04:00,1400.5699462890625,1400.969970703125,1399.739990234375,1399.739990234375,1399.739990234375,3835
2024-05-28 10:29:00-04:00,1399.9649658203125,1400.0799560546875,1399.9649658203125,1400.0799560546875,1400.0799560546875,2559
2024-05-28 10:30:00-04:00,1400.25,1400.949951171875,1399.530029296875,1400.219970703125,1400.219970703125,3434
2024-05-28 10:31:00-04:00,1400.8499755859375,1401.6700439453125,1400.8499755859375,1401.0450439453125,1401.0450439453125,4731
2024-05-28 10:32:00-04:00,1401.050048828125,1401.6298828125,1399.5999755859375,1399.5999755859375,1399.5999755859375,4895
2024-05-28 10:33:00-04:00,1400.7899169921875,1400.7899169921875,1400.199951171875,1400.3199462890625,1400.3199462890625,6031
2024-05-28 10:34:00-04:00,1400.194091796875,1400.3199462890625,1397.6900634765625,1398.2900390625,1398.2900390625,7702
2024-05-28 10:35:00-04:00,1398.0,1400.77001953125,1398.0,1400.77001953125,1400.77001953125,3428
2024-05-28 10:36:00-04:00,1400.2149658203125,1400.3599853515625,1399.3299560546875,1400.06005859375,1400.06005859375,4109
2024-05-28 10:37:00-04:00,1400.6199951171875,1400.9200439453125,1399.4300537109375,1399.4300537109375,1399.4300537109375,3910
2024-05-28 10:38:00-04:00,1399.0,1400.300048828125,1399.0,1400.300048828125,1400.300048828125,1984
2024-05-28 10:39:00-04:00,1399.27001953125,1399.31494140625,1399.22998046875,1399.31494140625,1399.31494140625,1227
2024-05-28 10:40:00-04:00,1400.2099609375,1401.0699462890625,1400.010009765625,1400.8514404296875,1400.8514404296875,5655
2024-05-28 10:41:00-04:00,1400.31494140625,1401.0,1400.31494140625,1400.9102783203125,1400.9102783203125,5322
2024-05-28 10:42:00-04:00,1401.9599609375,1401.9599609375,1401.239990234375,1401.260009765625,1401.260009765625,1881
2024-05-28 10:43:00-04:00,1401.5,1403.56005859375,1401.5,1403.56005859375,1403.56005859375,5135
2024-05-28 10:44:00-04:00,1404.0,1404.5250244140625,1404.0,1404.320068359375,1404.320068359375,3455
2024-05-28 10:45:00-04:00,1404.3299560546875,1404.3299560546875,1403.7900390625,1404.280029296875,1404.280029296875,3573
2024-05-28 10:46:00-04:00,1403.5899658203125,1404.8399658203125,1403.5799560546875,1404.0,1404.0,4342
2024-05-28 10:47:00-04:00,1404.1949462890625,1404.8800048828125,1404.0,1404.0,1404.0,2469
2024-05-28 10:48:00-04:00,1404.0150146484375,1404.7099609375,1404.0150146484375,1404.300048828125,1404.300048828125,4030
2024-05-28 10:49:00-04:00,1404.1800537109375,1406.135009765625,1404.1800537109375,1405.6199951171875,1405.6199951171875,8798
2024-05-28 10:50:00-04:00,1407.125,1407.800048828125,1407.030029296875,1407.14501953125,1407.14501953125,1725
2024-05-28 10:51:00-04:00,1407.1600341796875,1407.5,1406.1400146484375,1406.97998046875,1406.97998046875,5904
2024-05-28 10:52:00-04:00,1406.14013671875,1406.594970703125,1404.9200439453125,1405.77001953125,1405.77001953125,4697
2024-05-28 10:53:00-04:00,1405.4300537109375,1405.780029296875,1405.4300537109375,1405.43505859375,1405.43505859375,598
2024-05-28 10:54:00-04:00,1405.43994140625,1406.2099609375,1405.43994140625,1405.8299560546875,1405.8299560546875,4726
2024-05-28 10:55:00-04:00,1406.0250244140625,1406.239990234375,1406.0250244140625,1406.239990234375,1406.239990234375,2398
2024-05-28 10:56:00-04:00,1406.449951171875,1406.449951171875,1405.81494140625,1406.094970703125,1406.094970703125,2822
2024-05-28 10:57:00-04:00,1406.10498046875,1407.1500244140625,1406.10498046875,1406.8399658203125,1406.8399658203125,3863
2024-05-28 10:58:00-04:00,1407.5,1409.1500244140625,1407.0849609375,1409.1500244140625,1409.1500244140625,4661
2024-05-28 10:59:00-04:00,1409.1500244140625,1409.1500244140625,1407.550048828125,1407.550048828125,1407.550048828125,4188
2024-05-28 11:00:00-04:00,1407.0999755859375,1407.0999755859375,1405.8399658203125,1405.8399658203125,1405.8399658203125,4674
2024-05-28 11:01:00-04:00,1405.550048828125,1406.47998046875,1404.56005859375,1404.56005859375,1404.56005859375,4326
2024-05-28 11:02:00-04:00,1404.56005859375,1404.56005859375,1403.1800537109375,1404.2099609375,1404.2099609375,2410
2024-05-28 11:03:00-04:00,1403.7249755859375,1404.1800537109375,1403.6199951171875,1404.125,1404.125,2088
2024-05-28 11:04:00-04:00,1404.0799560546875,1404.0799560546875,1403.4200439453125,1403.574951171875,1403.574951171875,1263
2024-05-28 11:05:00-04:00,1403.3599853515625,1403.510009765625,1403.3599853515625,1403.510009765625,1403.510009765625,482
2024-05-28 11:06:00-04:00,1402.050048828125,1402.050048828125,1401.7349853515625,1401.7349853515625,1401.7349853515625,9628
2024-05-28 11:07:00-04:00,1402.030029296875,1402.8399658203125,1401.5,1401.630126953125,1401.630126953125,5341
2024-05-28 11:08:00-04:00,1403.0849609375,1403.3131103515625,1403.0849609375,1403.0899658203125,1403.0899658203125,4287
2024-05-28 11:09:00-04:00,1402.7349853515625,1402.7349853515625,1402.4150390625,1402.4649658203125,1402.4649658203125,3555
2024-05-28 11:10:00-04:00,1401.97998046875,1401.97998046875,1401.97998046875,1401.97998046875,1401.97998046875,236
2024-05-28 11:11:00-04:00,1401.9849853515625,1403.3199462890625,1401.905029296875,1403.0250244140625,1403.0250244140625,4068
2024-05-28 11:12:00-04:00,1403.0799560546875,1403.0849609375,1403.0799560546875,1403.0849609375,1403.0849609375,698
2024-05-28 11:13:00-04:00,1403.0799560546875,1403.0799560546875,1403.0799560546875,1403.0799560546875,1403.0799560546875,857
2024-05-28 11:14:00-04:00,1403.1300048828125,1403.1600341796875,1403.1300048828125,1403.1600341796875,1403.1600341796875,3244
2024-05-28 11:15:00-04:00,1403.06005859375,1403.06005859375,1403.06005859375,1403.06005859375,1403.06005859375,355
2024-05-28 11:16:00-04:00,1403.06005859375,1403.77001953125,1402.8900146484375,1403.510009765625,1403.510009765625,8776
2024-05-28 11:17:00-04:00,1403.0699462890625,1403.0699462890625,1403.0699462890625,1403.0699462890625,1403.0699462890625,1046
2024-05-28 11:18:00-04:00,1403.0699462890625,1403.3699951171875,1403.0699462890625,1403.2750244140625,1403.2750244140625,1888
