Datetime,Open,High,Low,Close,Adj Close,Volume
2025-01-12 22:27:00-05:00,5833.75,5833.75,5832.0,5833.25,5833.25,0
2025-01-12 22:28:00-05:00,5833.75,5834.75,5833.25,5834.5,5834.5,242
2025-01-12 22:29:00-05:00,5834.5,5836.75,5834.5,5836.25,5836.25,440
2025-01-12 22:30:00-05:00,5836.5,5837.0,5836.0,5836.0,5836.0,278
2025-01-12 22:31:00-05:00,5836.0,5836.75,5835.25,5836.5,5836.5,184
2025-01-12 22:32:00-05:00,5836.5,5837.0,5836.0,5836.25,5836.25,184
2025-01-12 22:33:00-05:00,5836.25,5836.5,5835.75,5836.25,5836.25,84
2025-01-12 22:34:00-05:00,5836.25,5836.25,5834.75,5835.25,5835.25,233
2025-01-12 22:35:00-05:00,5835.0,5835.25,5834.0,5835.0,5835.0,308
2025-01-12 22:36:00-05:00,5835.25,5835.25,5833.0,5833.75,5833.75,366
2025-01-12 22:37:00-05:00,5833.75,5834.5,5833.5,5833.75,5833.75,187
2025-01-12 22:38:00-05:00,5833.75,5835.5,5833.75,5834.75,5834.75,205
2025-01-12 22:39:00-05:00,5834.25,5835.75,5834.0,5835.0,5835.0,186
2025-01-12 22:40:00-05:00,5835.0,5835.75,5834.5,5835.5,5835.5,126
2025-01-12 22:41:00-05:00,5835.25,5835.25,5833.5,5834.75,5834.75,258
2025-01-12 22:42:00-05:00,5834.75,5836.75,5834.75,5836.5,5836.5,192
2025-01-12 22:43:00-05:00,5836.25,5837.25,5836.0,5836.25,5836.25,150
2025-01-12 22:44:00-05:00,5836.5,5837.0,5836.25,5837.0,5837.0,131
2025-01-12 22:45:00-05:00,5837.25,5838.0,5837.0,5837.0,5837.0,335
2025-01-12 22:46:00-05:00,5837.25,5837.25,5836.25,5836.25,5836.25,102
2025-01-12 22:47:00-05:00,5836.5,5837.0,5836.0,5836.5,5836.5,100
2025-01-12 22:48:00-05:00,5836.75,5838.25,5836.25,5838.0,5838.0,232
2025-01-12 22:49:00-05:00,5837.75,5838.5,5837.75,5838.25,5838.25,250
2025-01-12 22:50:00-05:00,5838.25,5838.25,5837.25,5838.25,5838.25,70
